Front;Back;Tags
O que é **1950s**?;Chuck Berry, Little Richard, Elvis Presley. Guitarra elétrica, batida forte, rebeldia adolescente;conhecimento-geral,cultura
O que é **1960s**?;Beatles (revolução pop e experimental), Rolling Stones, The Who, Jimi Hendrix, Led Zeppelin. O rock se diversifica: folk rock (Bob Dylan), psychedelic rock (Pink Floyd), blues rock;conhecimento-geral,cultura
O que é **1970s**?;hard rock (AC/DC, Deep Purple), rock progressivo (Yes, King Crimson, Genesis), punk rock (Ramones, Sex Pistols, Clash), glam rock (David Bowie, Queen);conhecimento-geral,cultura
O que é **1980s**?;new wave (Talking Heads, Depeche Mode), heavy metal (Metallica, Iron Maiden), pós-punk (Joy Division, The Cure), rock alternativo (R.E.M., Sonic Youth);conhecimento-geral,cultura
O que é **1990s**?;grunge (Nirvana, Pearl Jam), britpop (Oasis, Blur), indie rock (Radiohead, Pixies), nu metal (Korn, Limp Bizkit);conhecimento-geral,cultura
O que é **2000s–presente**?;rock digital, indie revival (The Strokes, Arcade Fire), pop punk (Green Day), metalcore, post-rock (Sigur Rós, Mogwai);conhecimento-geral,cultura
O que é **Proto-eletrônica**?;theremin (1920), ondas Martenot, sintetizador Moog (1964);conhecimento-geral,cultura
O que é **Ambient e IDM**?;Brian Eno (*Music for Airports*), Aphex Twin, Autechre, Boards of Canada;conhecimento-geral,cultura
O que é **Música Algorítmica**?;plataformas como Spotify criam playlists baseadas em análise computacional de características musicais;conhecimento-geral,cultura
O que é **Notas e altura**?;12 notas na escala cromática ocidental (Dó, Dó#, Ré, etc.), repetidas em oitavas;conhecimento-geral,cultura
O que é **Intervalos**?;distância entre duas notas (segunda, terça, quinta, oitava);conhecimento-geral,cultura
O que é **Escalas**?;padrões de intervalos — maior (alegre), menor (triste), pentatônica, cromática, modos gregos (dórico, frígio, lídio, mixolídio);conhecimento-geral,cultura
O que é **Acordes**?;três ou mais notas tocadas simultaneamente — tríades (maior, menor, diminuta, aumentada), tétrades (sétima, nona);conhecimento-geral,cultura
O que é **Harmonia**?;progressão de acordes, tensão e resolução, cadências (perfeita, plagal, enganosa);conhecimento-geral,cultura
O que é **Ritmo**?;pulso, compasso (binário 4/4, ternário 3/4, composto 6/8), síncope, contratempo;conhecimento-geral,cultura
O que é **Timbre**?;"qualidade do som que distingue instrumentos e vozes — o """"colorido"""" musical";conhecimento-geral,cultura
O que é **Dinâmica**?;variações de volume (piano, forte, crescendo, diminuendo);conhecimento-geral,cultura
O que é **Forma**?;estrutura da peça — binária (AB), ternária (ABA), rondó (ABACA), sonata (exposição-desenvolvimento-reexposição), tema e variações;conhecimento-geral,cultura
O que é **Textura**?;monofônica (melodia única), homofônica (melodia + acompanhamento), polifônica (múltiplas melodias simultâneas);conhecimento-geral,cultura
O que é **Montagem Soviética**?;Eisenstein (montagem dialética), Pudovkin (montagem narrativa), Vertov (montagem documental). O significado nasce do choque entre planos;conhecimento-geral,cultura
O que é **Expressionismo Alemão**?;mundo subjetivo distorcido, sombras, cenários expressionistas. Influencia film noir e terror gótico;conhecimento-geral,cultura
O que é **Neorrealismo Italiano**?;verdade documental, solidariedade, humanismo;conhecimento-geral,cultura
O que é **Nouvelle Vague**?;liberdade formal, autorreflexividade, citação cinéfila;conhecimento-geral,cultura
O que é **Cinema de Autor**?;Truffaut, Godard, Rohmer. O diretor como autor da obra cinematográfica;conhecimento-geral,cultura
O que é **Cinema Transnacional**?;coproduções globais, diretores diaspóricos, estética híbrida;conhecimento-geral,cultura
O que é **Slow Cinema**?;Tarkovsky, Bela Tarr, Lav Diaz, Tsai Ming-Liang. Tempo longo, contemplação, ritmo meditativo;conhecimento-geral,cultura
O que é **Planos**?;geral (setting), conjunto (grupo), médio (corpo), próximo (peito), close-up (rosto), detalhe (parte do corpo/objeto), plongée/acima, contra-plongée/abaixo;conhecimento-geral,cultura
O que é **Ângulos**?;frontal, lateral, holandês (inclinado, desorientação);conhecimento-geral,cultura
O que é **Movimentos de câmera**?;panorâmica (horizontal), tilt (vertical), travelling (deslocamento), grua, steadicam, câmera na mão, zoom;conhecimento-geral,cultura
O que é **Lírico**?;poesia — subjetividade, emoção, ritmo, métrica, rima. Subgêneros: soneto, ode, elegia, haicai, poema épico;conhecimento-geral,cultura
O que é **Narrativo**?;prosa de ficção — romance, novela, conto, crônica. Elementos: narrador, personagem, tempo, espaço, enredo;conhecimento-geral,cultura
O que é **Dramático**?;texto teatral — tragédia, comédia, drama (sério-misto), tragicomédia, farsa, auto sacramental;conhecimento-geral,cultura
O que é **Ensaístico**?;prosa não ficcional — ensaio, crítica, biografia, autobiografia, diário, carta;conhecimento-geral,cultura
O que é **Épico**?;longa narração em verso de eventos heroicos (Ilíada, Odisseia, Eneida, Os Lusíadas);conhecimento-geral,cultura
O que é **Autoficção**?;gênero híbrido (autobiografia + ficção) emergente no século XX;conhecimento-geral,cultura
O que é **Homero**?;fundador da literatura ocidental, narrativa épica, arquétipos heroicos;conhecimento-geral,cultura
O que é **Dante**?;síntese da cosmovisão medieval, alegoria teológica, primeiro grande poeta em língua vulgar;conhecimento-geral,cultura
O que é **Shakespeare**?;explorador máximo da condição humana — amor, ciúme, poder, loucura, identidade. Linguagem que inventa o inglês moderno;conhecimento-geral,cultura
O que é **Cervantes**?;fundador do romance moderno, metaficção, ironia, realismo psicológico;conhecimento-geral,cultura
O que é **Dostoiévski**?;profundidade psicológica, questões morais e metafísicas, polifonia (Bakhtin);conhecimento-geral,cultura
O que é **Kafka**?;burocracia, alienação, absurdo, profecia do totalitarismo do século XX;conhecimento-geral,cultura
O que é **Proust**?;memória involuntária, tempo subjetivo, análise minuciosa da psicologia;conhecimento-geral,cultura
O que é **Joyce**?;revolução formal — fluxo de consciência, experimentação linguística, mito no cotidiano;conhecimento-geral,cultura
O que é **Guimarães Rosa**?;recriação da linguagem, sertão como cosmos, invenção lexical;conhecimento-geral,cultura
O que é **Clarice Lispector**?;epifania do cotidiano, introspecção radical, linguagem como busca do indizível;conhecimento-geral,cultura
O que é **Borges**?;labirintos, infinito, bibliotecas, ficção como ensaio metafísico;conhecimento-geral,cultura
O que é **Narratologia**?;estruturas da narrativa (Propp, Greimas, Todorov, Genette);conhecimento-geral,cultura
O que é **Figuras de linguagem**?;metáfora, metonímia, sinédoque, ironia, paradoxo, hipérbole;conhecimento-geral,cultura
O que é **Intertextualidade**?;"toda obra dialoga com obras anteriores (Kristeva, Barthes, Bloom — """"angústia da influência"""")";conhecimento-geral,cultura
O que é **Leitor modelo**?;Eco — o texto constrói seu leitor ideal, que coopera para atualizar os significados potenciais;conhecimento-geral,cultura
O que é **Escritura como diferença**?;Derrida — o sentido nunca é fixo, sempre adiado, a escritura como *différance*;conhecimento-geral,cultura
O que é **Fractais**?;Mandelbrot (1975) — conjuntos matemáticos que geram padrões infinitos e complexos. Arte fractal popularizada nos anos 1990;conhecimento-geral,cultura
O que é **Algoritmos evolutivos**?;"populações de formas que """"evoluem"""" por seleção artificial. Karl Sims (1990s) — imagens e animações geradas por programação genética";conhecimento-geral,cultura
O que é **Processing e openFrameworks**?;ambientes de programação para artistas visuais. Casey Reas e Ben Fry (Processing, 2001);conhecimento-geral,cultura
O que é **Arte Generativa com IA**?;redes neurais que aprendem estilos e produzem novas imagens. StyleGAN (NVIDIA), DALL-E (OpenAI), Midjourney, Stable Diffusion;conhecimento-geral,cultura
O que é **Música generativa**?;algoritmos que compõem música em tempo real. Brian Eno (ambient generativo), plataformas como Endlesss;conhecimento-geral,cultura
O que é **O que é**?;token único em blockchain que certifica autenticidade e propriedade de um ativo digital;conhecimento-geral,cultura
O que é **Beeple**?;*Everydays: The First 5000 Days* (2021) — vendido por US$ 69 milhões na Christie's;conhecimento-geral,cultura
O que é **CryptoPunks e Bored Ape Yacht Club**?;coleções de avatares gerados algorítmicamente;conhecimento-geral,cultura
O que é **Art Blocks**?;plataforma de arte generativa on-chain — a obra é gerada pelo algoritmo no momento da mintagem;conhecimento-geral,cultura
O que é **Visualização de dados como arte**?;representações estéticas de dados complexos. Aaron Koblin, Fernanda Viégas, Martin Wattenberg;conhecimento-geral,cultura
O que é **Tipografia cinética e generativa**?;letras que se movem e se transformam como expressão artística;conhecimento-geral,cultura
O que é **Realidade Aumentada (AR) e Realidade Virtual (VR)**?;arte imersiva, instalações em AR, mundos virtuais como espaços expositivos. Ex.: Tilda Swinton no MoMA (*The Maybe* revisitado em VR);conhecimento-geral,cultura
O que é **Bioarte**?;organismos vivos como medium artístico (Eduardo Kac — *GFP Bunny*, coelho fluorescente);conhecimento-geral,cultura
O que é **Cultura do Remix**?;mashups, fan films, fan fiction — a arte digital como recombinação infinita;conhecimento-geral,cultura
O que é **Metáfora e metonímia**?;operações que a arte visual, musical e literária realizam continuamente;conhecimento-geral,cultura
O que é **Percepção estética**?;como o cérebro processa formas, cores, proporções. Gestalt (simplicidade, proximidade, continuidade, figura-fundo);conhecimento-geral,cultura
O que é **Prazer estético**?;ativação do sistema de recompensa (dopamina) diante de padrões, simetria, resolução de tensão;conhecimento-geral,cultura
O que é **Fluência perceptual**?;objetos fáceis de processar cognitivamente são julgados como mais belos (Reber, Schwarz, Winkielman);conhecimento-geral,cultura
O que é **Teoria da mente na arte**?;a arte como simulação de intenções — o espectador atribui intenções ao artista, ao narrador, aos personagens;conhecimento-geral,cultura
O que é **Emoções estéticas**?;fascínio, admiração, beleza, sublime, nostalgia, catarse — emoções complexas que combinam cognição e afeto;conhecimento-geral,cultura
O que é **Neuroestética**?;ramo emergente que investiga as bases neurais da experiência estética (Zeki, Ramachandran, Chatterjee);conhecimento-geral,cultura
O que é **Geografia**?;Climatologia, biogeografia, cartografia de riscos, geopolítica dos recursos naturais, distribuição espacial de impactos e vulnerabilidades.;conhecimento-geral,cultura
O que é **Ciencia-Politica**?;Governança climática global, negociações internacionais (COPs), políticas públicas ambientais, economia política da transição energética, poder corporativo e lobby fóssil.;conhecimento-geral,cultura
O que é **Conhecimento-Geral/Ambiental**?;Ecologia de ecossistemas, biogeoquímica, conservação da biodiversidade, serviços ecossistêmicos, ciências atmosféricas e oceânicas.;conhecimento-geral,cultura
O que é **Antropoceno**?;"O conceito de nova época geológica dominada pela ação humana; a mudança climática como marcador central do Antropoceno.";conhecimento-geral,cultura
O que é **Conhecimento-Geral/Direito-Digital/INDEX\|Direito Digital**?;Regulação de dados de emissões, blockchain para rastreabilidade de carbono, direito ambiental digital, mercados de carbono.;conhecimento-geral,cultura
O que é **Filosofia-da-Tecnologia**?;Avaliação crítica de soluções tecnológicas (geoengenharia, CCS, nuclear), o papel da tecnologia na transição, riscos de _technological fix_, ética da responsabilidade intergeracional.;conhecimento-geral,cultura
O que é **IPCC AR6 Synthesis Report (2023)**?;O documento científico mais abrangente sobre clima.;conhecimento-geral,cultura
O que é **IPCC Special Report on Global Warming of 1.5°C (2018)**?;Diferenças críticas entre 1,5°C e 2°C.;conhecimento-geral,cultura
O que é **Representações coletivas**?;categorias mentais compartilhadas (tempo, espaço, classe, causa) que estruturam a experiência individual.;conhecimento-geral,cultura
O que é **Efervescência coletiva**?;energia emocional gerada em rituais compartilhados, que fortalece a solidariedade social.;conhecimento-geral,cultura
O que é **Sagrado vs. Profano**?;distinção fundamental em toda religião. Sagrado é o que é separado, interdito, objeto de reverência.;conhecimento-geral,cultura
O que é **Infraestrutura (base)**?;"relações econômicas de produção — o """"fundamento real"""" sobre o qual se ergue a superestrutura jurídica e política.";conhecimento-geral,cultura
O que é **Superestrutura**?;formas de consciência social — direito, política, religião, arte, filosofia.;conhecimento-geral,cultura
O que é **ideologia**?;sistema de crenças que legitima a dominação de classe;conhecimento-geral,cultura
O que é **tipo ideal**?;instrumento metodológico weberiano: uma construção analítica que destaca características essenciais de um fenômeno social, não como descrição da realidade, mas como **padrão de comparação**;conhecimento-geral,cultura
O que é **Equipe de palco**?;grupo que coopera na sustentação de uma definição da situação.;conhecimento-geral,cultura
O que é **Rituais de interação**?;regras implícitas que estruturam encontros face a face.;conhecimento-geral,cultura
O que é **Indústria cultural**?;cultura como mercadoria padronizada, pseudo-individualização, domesticação da consciência crítica.;conhecimento-geral,cultura
O que é **Agir comunicativo**?;ação orientada ao entendimento mútuo através da linguagem.;conhecimento-geral,cultura
O que é **Esfera pública**?;espaço de debate racional entre sociedade civil e Estado.;conhecimento-geral,cultura
O que é **Colonização do mundo da vida**?;sistema (Estado, mercado) invade esferas comunicativas da vida cotidiana.;conhecimento-geral,cultura
O que é **Estruturado**?;moldado pelas condições sociais de existência.;conhecimento-geral,cultura
O que é **Estruturante**?;gera práticas e percepções.;conhecimento-geral,cultura
O que é **Trabalho**?;"precarização, """"uberização"""", ausência de carreira estável.";conhecimento-geral,cultura
O que é **Amor**?;relações descartáveis, Tinder, consumo de parceiros.;conhecimento-geral,cultura
O que é **Política**?;individualização dos problemas sociais, enfraquecimento da ação coletiva.;conhecimento-geral,cultura
O que é **Consumo**?;identidade construída por consumo, não por produção (trabalho).;conhecimento-geral,cultura
O que é **Individualização**?;os problemas sociais são vividos como riscos individuais (desemprego = falta de empregabilidade, não crise estrutural).;conhecimento-geral,cultura
O que é **Simulacro**?;a representação substitui a realidade — hiper-realidade.;conhecimento-geral,cultura
O que é **Actantes**?;qualquer entidade (pessoa, objeto, ideia, tecnologia) que faz diferença em uma rede.;conhecimento-geral,cultura
O que é **Simetria**?;humanos e não-humanos devem ser analisados com o mesmo vocabulário.;conhecimento-geral,cultura
O que é **Tradução**?;como interesses e identidades são transformados na negociação entre actantes.;conhecimento-geral,cultura
O que é **Assimetria informacional**?;usuários não sabem quando interagem com IA;conhecimento-geral,direito-digital
O que é **Riscos sistêmicos**?;modelos cada vez mais poderosos com potencial de dano em escala;conhecimento-geral,direito-digital
O que é **Fragmentação do mercado único**?;estados-membros criando regras nacionais divergentes;conhecimento-geral,direito-digital
O que é **Escândalos algorítmicos**?;Cambridge Analytica (2018), viés em recrutamento, reconhecimento facial;conhecimento-geral,direito-digital
O que é **Pressão geopolítica**?;corrida regulatória com EUA, China e Reino Unido;conhecimento-geral,direito-digital
O que é **Manipulação cognitivo-comportamental subliminar**?;sistemas que distorcem comportamento de forma que cause dano físico ou psicológico;conhecimento-geral,direito-digital
O que é **Exploração de vulnerabilidades**?;sistemas que exploram idade, deficiência ou circunstância socioeconômica;conhecimento-geral,direito-digital
O que é **Sistemas do Anexo III**?;autoavaliação (o provedor declara conformidade);conhecimento-geral,direito-digital
O que é **Sistemas do Anexo III + componentes de segurança**?;avaliação por organismo notificado (third-party assessment);conhecimento-geral,direito-digital
O que é **Sistemas biométricos**?;avaliação por organismo notificado obrigatória;conhecimento-geral,direito-digital
O que é **Chatbots e sistemas de conversação**?;obrigação de informar que o usuário está interagindo com IA;conhecimento-geral,direito-digital
O que é **Sistemas de geração de conteúdo (deep fakes)**?;obrigação de divulgação de que o conteúdo foi gerado ou manipulado artificialmente;conhecimento-geral,direito-digital
O que é **Sistemas de categorização emocional**?;informar o usuário sobre o uso;conhecimento-geral,direito-digital
O que é **Limiar computacional**?;≥ 10²⁵ FLOPs (operações de ponto flutuante) usadas no treinamento (Art. 51(1));conhecimento-geral,direito-digital
O que é **Designação pela Comissão**?;baseada em capacidades, alcance ou número de usuários (Art. 51(2));conhecimento-geral,direito-digital
O que é **Defense Production Act**?;empresas desenvolvendo modelos poderosos devem reportar treinamento e testes de segurança;conhecimento-geral,direito-digital
O que é **Watermarking**?;obrigação de marcar conteúdo gerado por IA;conhecimento-geral,direito-digital
O que é **Equidade algorítmica**?;orientações para evitar discriminação em habitação, emprego e crédito;conhecimento-geral,direito-digital
O que é **Censura de conteúdo**?;IA deve gerar conteúdo alinhado com ideologia do Partido Comunista;conhecimento-geral,direito-digital
O que é **Licenciamento obrigatório**?;provedores de IA generativa precisam de licença;conhecimento-geral,direito-digital
O que é **Registro de algoritmos**?;algoritmos de recomendação devem ser registrados (público parcialmente);conhecimento-geral,direito-digital
O que é **Abordagem top-down**?;forte controle estatal vs. abordagem de direitos fundamentais da UE;conhecimento-geral,direito-digital
O que é **White Paper de IA (março 2023)**?;abordagem baseada em princípios, sem legislação específica;conhecimento-geral,direito-digital
O que é **AI Safety Summit (novembro 2023)**?;Declaração de Bletchley Park;conhecimento-geral,direito-digital
O que é **Princípios**?;segurança, transparência, responsabilidade, contestabilidade, adequação ao propósito;conhecimento-geral,direito-digital
O que é **Reguladores setoriais**?;Ofcom, ICO, CMA, FCA aplicam regras existentes;conhecimento-geral,direito-digital
O que é **AI Safety Institute**?;testes de segurança de modelos;conhecimento-geral,direito-digital
O que é **Incerto**?;efetividade de autoavaliação, enforcement cross-border;conhecimento-geral,direito-digital
O que é **EU AI Act**?;Regulamento (UE) 2024/1689 do Parlamento Europeu e do Conselho, de 13 de junho de 2024;conhecimento-geral,direito-digital
O que é **Proposta original**?;COM(2021) 206 final, 21.4.2021;conhecimento-geral,direito-digital
O que é **GDPR**?;Regulamento (UE) 2016/679 do Parlamento Europeu e do Conselho;conhecimento-geral,direito-digital
O que é **Proposta de Diretiva de Responsabilidade de IA**?;COM/2022/496 final;conhecimento-geral,direito-digital
O que é **EU US Executive Order 14110**?;Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence, 30 de outubro de 2023;conhecimento-geral,direito-digital
O que é **China Generative AI Measures**?;Medidas Administrativas para Serviços de IA Generativa, 15 de agosto de 2023;conhecimento-geral,direito-digital
O que é **Brasil PL 2338/2023**?;Projeto de Lei que dispõe sobre o uso da Inteligência Artificial;conhecimento-geral,direito-digital
O que é **European Commission**?;AI Act Compliance Guidelines (2024);conhecimento-geral,direito-digital
O que é **NIST**?;AI Risk Management Framework (AI RMF 1.0, 2023);conhecimento-geral,direito-digital
O que é **ISO/IEC 42001**?;Information technology — Artificial intelligence — Management system (2023);conhecimento-geral,direito-digital
O que é **EDPB**?;Guidelines on Artificial Intelligence and Data Protection (2024);conhecimento-geral,direito-digital
O que é **Lícito**?;baseado em uma das seis bases legais do Art. 6 (consentimento, execução contratual, obrigação legal, interesse vital, interesse público, interesse legítimo);conhecimento-geral,direito-digital
O que é **Leal**?;não enganoso, não prejudicial ao titular;conhecimento-geral,direito-digital
O que é **Transparente**?;informação clara, acessível e compreensível sobre como os dados são tratados;conhecimento-geral,direito-digital
O que é **Art. 13(2)(f) e 14(2)(g)**?;informação sobre lógica subjacente, significância e consequências do tratamento automatizado;conhecimento-geral,direito-digital
O que é **Art. 15(1)(h)**?;direito de obter informações sobre lógica envolvida em decisões automatizadas;conhecimento-geral,direito-digital
O que é **Art. 22(3)**?;direito de contestar a decisão (implica compreensão);conhecimento-geral,direito-digital
O que é **Recital 71**?;"""""medidas de salvaguarda adequadas devem incluir [...] o direito de obter explicação da decisão""""";conhecimento-geral,direito-digital
O que é **Independência**?;"não receber instruções; reportar à alta administração";conhecimento-geral,direito-digital
O que é **Caso a caso**?;controladores devem verificar se o país terceiro oferece proteção equivalente;conhecimento-geral,direito-digital
O que é **Supplementary measures**?;quando SCCs são insuficientes, medidas adicionais são necessárias (criptografia, pseudonimização, tokenização);conhecimento-geral,direito-digital
O que é **Suspensão**?;se proteção equivalente não puder ser garantida, transferência deve ser suspensa;conhecimento-geral,direito-digital
O que é **Direito à explicação**?;"enquanto o GDPR tem debate doutrinário, a LGPD é explícita (Art. 20, §1) — """"revisão de decisões automatizadas"""" e explicação dos critérios";conhecimento-geral,direito-digital
O que é **Base legal para perfilamento**?;LGPD trata como legítimo interesse com balanceamento obrigatório;conhecimento-geral,direito-digital
O que é **DPIA**?;"GDPR exige DPIA para sistemas de alto risco de IA; LGPD tem exigência similar mas menos específica";conhecimento-geral,direito-digital
O que é **Regulamentação de IA estrita**?;integração crescente entre AI Act e GDPR (DPIAs obrigatórios para sistemas de alto risco, regras específicas para categorização biométrica);conhecimento-geral,direito-digital
O que é **E-privacy Regulation**?;proposta de regulamento em negociação, afetará cookies e tracking para IA;conhecimento-geral,direito-digital
O que é **Data Act (Reg. 2023/2854)**?;novas regras sobre compartilhamento de dados entre empresas e consumidores;conhecimento-geral,direito-digital
O que é **European Health Data Space (EHDS)**?;dados de saúde para pesquisa de IA;conhecimento-geral,direito-digital
O que é **Diretiva 95/46/EC**?;Diretiva de Proteção de Dados (revogada);conhecimento-geral,direito-digital
O que é **LGPD**?;Lei nº 13.709, de 14 de agosto de 2018 (Brasil);conhecimento-geral,direito-digital
O que é **E-Privacy Directive**?;2002/58/EC, alterada pela 2009/136/EC;conhecimento-geral,direito-digital
O que é **EU-US Data Privacy Framework**?;2023 — Decisão de Execução 2023/1795;conhecimento-geral,direito-digital
O que é **EDPB Guidelines**?;Guidelines 3/2019 on processing of personal data through video devices;conhecimento-geral,direito-digital
O que é **Schrems I**?;TJUE, C-362/14, Maximilian Schrems v. Data Protection Commissioner, 6 de outubro de 2015;conhecimento-geral,direito-digital
O que é **Schrems II**?;TJUE, C-311/18, Data Protection Commissioner v. Facebook Ireland e Schrems, 16 de julho de 2020;conhecimento-geral,direito-digital
O que é **Google Spain (Direito ao Esquecimento)**?;TJUE, C-131/12, 13 de maio de 2014;conhecimento-geral,direito-digital
O que é **Bundesverband der Verbraucherzentralen (Cosmetic Products)**?;TJUE, C-673/17, 2019;conhecimento-geral,direito-digital
O que é **Vícios redibitórios**?;Art. 441 CCB (Brasil) / Art. 1643–1649 CCE (Portugal);conhecimento-geral,direito-digital
O que é **Descumprimento contratual**?;responsabilidade objetiva ou subjetiva dependendo da natureza da obrigação;conhecimento-geral,direito-digital
O que é **Negligence**?;duty of care, breach, causation, damage;conhecimento-geral,direito-digital
O que é **Strict liability**?;para atividades intrinsecamente perigosas;conhecimento-geral,direito-digital
O que é **Product liability**?;Restatement (Third) of Torts: Products Liability;conhecimento-geral,direito-digital
O que é **Presunção limitada**?;requer demonstração de culpa primeiro;conhecimento-geral,direito-digital
O que é **Alto risco apenas**?;sistemas de risco limitado/mínimo excluídos;conhecimento-geral,direito-digital
O que é **Segredo comercial vs. transparência**?;disclosure pode ser bloqueado por alegação de segredo industrial;conhecimento-geral,direito-digital
O que é **Não aborda causalidade técnica**?;sistemas complexos podem ter múltiplas causas;conhecimento-geral,direito-digital
O que é **Software como produto**?;"sistemas de IA e software são expressamente incluídos como """"produtos""""";conhecimento-geral,direito-digital
O que é **Modificações pós-comercialização**?;"IA que aprende continuamente pode gerar novo """"defeito""""";conhecimento-geral,direito-digital
O que é **Danos psicológicos**?;expande danos indenizáveis;conhecimento-geral,direito-digital
O que é **Prazo de 20 anos**?;para sistemas com modificações pós-venda;conhecimento-geral,direito-digital
O que é **Viés racial**?;afro-americanos falsamente classificados como alto risco em dobro da taxa de brancos;conhecimento-geral,direito-digital
O que é **Falsa acusação**?;brancos reincidentes classificados como baixo risco mais frequentemente;conhecimento-geral,direito-digital
O que é **Litígio**?;State v. Loomis (2016) — Suprema Corte de Wisconsin permitiu uso com advertência;conhecimento-geral,direito-digital
O que é **APO01 — Estrutura de Gestão**?;incluir IA no sistema de governança;conhecimento-geral,direito-digital
O que é **APO12 — Gestão de Risco**?;adicionar riscos específicos de IA;conhecimento-geral,direito-digital
O que é **DSS05 — Gestão de Segurança**?;segurança de modelos e dados;conhecimento-geral,direito-digital
O que é **MEA01 — Monitoramento e Avaliação**?;métricas de IA específicas;conhecimento-geral,direito-digital
O que é **Alucinações**?;geração de informação factualmente incorreta;conhecimento-geral,direito-digital
O que é **Jailbreaking**?;engenharia de prompt para quebrar salvaguardas;conhecimento-geral,direito-digital
O que é **Toxic output**?;geração de conteúdo ofensivo, discriminatório ou perigoso;conhecimento-geral,direito-digital
O que é **Data leakage**?;vazamento de dados de treinamento via prompts específicos;conhecimento-geral,direito-digital
O que é **Membership inference**?;inferir se dados específicos estavam no treinamento;conhecimento-geral,direito-digital
O que é **Auditoria pré-seguro**?;avaliação de governança antes de cotar;conhecimento-geral,direito-digital
O que é **Cláusulas de conduta**?;obrigações de manutenção, monitoramento e reporte;conhecimento-geral,direito-digital
O que é **Limites por incidente vs. agregados**?;separação entre falha individual e falha sistêmica;conhecimento-geral,direito-digital
O que é **Exclusões explícitas**?;discriminção algorítmica, violação de direitos fundamentais;conhecimento-geral,direito-digital
O que é **Prêmios vinculados a maturidade**?;organizações com melhor governança pagam menos;conhecimento-geral,direito-digital
O que é **Conselho**?;sessões trimestrais sobre riscos e responsabilidades de IA;conhecimento-geral,direito-digital
O que é **Executivos**?;certificação em governança de IA (ISACA, IAPP, MIT);conhecimento-geral,direito-digital
O que é **Equipes técnicas**?;ethical ML, fairness-aware modeling, documentação;conhecimento-geral,direito-digital
O que é **Jurídico**?;AI Act, GDPR, responsabilidade civil, contratos de IA;conhecimento-geral,direito-digital
O que é **Todos os funcionários**?;política de uso aceitável, reporte de incidentes;conhecimento-geral,direito-digital
O que é **Diretiva de Responsabilidade por Produtos Defeituosos**?;85/374/CEE, de 25 de julho de 1985;conhecimento-geral,direito-digital
O que é **SR 11-7 / OCC 2011-12**?;Supervisory Guidance on Model Risk Management, Federal Reserve, 2011;conhecimento-geral,direito-digital
O que é **ISO/IEC 42001:2023**?;Information technology — Artificial intelligence — Management system;conhecimento-geral,direito-digital
O que é **NIST AI RMF 1.0**?;AI Risk Management Framework, janeiro de 2023;conhecimento-geral,direito-digital
O que é **Código Civil Brasileiro**?;Lei nº 10.406, de 10 de janeiro de 2002;conhecimento-geral,direito-digital
O que é **Código de Defesa do Consumidor**?;Lei nº 8.078, de 11 de setembro de 1990;conhecimento-geral,direito-digital
O que é **COBIT 2019**?;ISACA, Control Objectives for Information and Related Technologies;conhecimento-geral,direito-digital
O que é **ISO 31000**?;Risk Management — Guidelines (2018);conhecimento-geral,direito-digital
O que é **COSO ERM**?;Enterprise Risk Management — Integrating with Strategy and Performance (2017);conhecimento-geral,direito-digital
O que é **IEEE 7000-2021**?;Model Process for Addressing Ethical Concerns During System Design;conhecimento-geral,direito-digital
O que é **IAPP AI Governance Framework**?;International Association of Privacy Professionals;conhecimento-geral,direito-digital
O que é **OECD**?;"""""Artificial Intelligence in Society"""", 2019";conhecimento-geral,direito-digital
O que é **World Economic Forum**?;"""""AI Procurement in a Box"""", 2022";conhecimento-geral,direito-digital
O que é **Algorithmic Justice League**?;"""""Gender Shades"""", 2018 (Buolamwini & Gebru)";conhecimento-geral,direito-digital
O que é **Partnership on AI**?;"""""Managing the Risks of AI Research"""", 2023";conhecimento-geral,direito-digital
O que é **Substituição direta**?;máquinas executam tarefas antes feitas por humanos (ex.: caixas eletrônicos substituindo balconistas bancários);conhecimento-geral,economia-digital
O que é **Substituição indireta**?;efeitos em cadeia na cadeia produtiva;conhecimento-geral,economia-digital
O que é **Complementaridade**?;tecnologia aumenta a produtividade do trabalho humano (ex.: cirurgiões usando robôs);conhecimento-geral,economia-digital
O que é **Criação de novas tarefas**?;surgimento de ocupações inexistentes (ex.: engenheiro de prompt, auditor de algoritmos);conhecimento-geral,economia-digital
O que é **Efeitos de deslocamento vs. reinstalação**?;velocidade com que trabalhos destruídos são substituídos por novos;conhecimento-geral,economia-digital
O que é **Tecnologia chave**?;máquina a vapor, mecanização têxtil;conhecimento-geral,economia-digital
O que é **Impacto**?;destruição de empregos artesanais (movimento ludita, 1811–1816);conhecimento-geral,economia-digital
O que é **Efeito longo prazo**?;criação de nova classe operária urbana, aumento sem precedentes da produtividade;conhecimento-geral,economia-digital
O que é **Lições**?;a transição foi brutal para os afetados (quedas de salário real por décadas), mas o efeito agregado foi positivo;conhecimento-geral,economia-digital
O que é **Característica distintiva**?;a IA pode automatizar **decisão e criatividade**, não apenas execução;conhecimento-geral,economia-digital
O que é **Debate atual**?;desta vez é diferente? Ou é apenas mais uma rodada de destruição criativa?;conhecimento-geral,economia-digital
